rn,tahun,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,jenis_disabilitas,jenis_kelamin,jumlah,periode_data
1513,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cacat Fisik,Laki-laki,2,2015
1514,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cacat Netra-Buta,Laki-laki,0,2015
1515,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cacat Rungu-Wicara,Laki-laki,2,2015
1516,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cacat Mental-Jiwa,Laki-laki,1,2015
1517,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cacat Fisik dan Mental,Laki-laki,0,2015
1518,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Cacat Lainnya,Laki-laki,3,2015
1519,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Cacat Fisik,Laki-laki,1,2015
1520,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SERDANG,Cacat Mental-Jiwa,Laki-laki,0,2015
1521,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cacat Fisik,Laki-laki,5,2015
1522,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cacat Netra-Buta,Laki-laki,1,2015
1523,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cacat Rungu-Wicara,Laki-laki,1,2015
1524,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cacat Mental-Jiwa,Laki-laki,7,2015
1525,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cacat Fisik dan Mental,Laki-laki,1,2015
1526,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Cacat Lainnya,Laki-laki,1,2015
1527,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Cacat Fisik,Laki-laki,3,2015
1528,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Cacat Netra-Buta,Laki-laki,1,2015
1529,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Cacat Mental-Jiwa,Laki-laki,1,2015
1530,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Cacat Fisik dan Mental,Laki-laki,1,2015
1531,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Cacat Lainnya,Laki-laki,4,2015
1532,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Cacat Fisik,Laki-laki,1,2015
1533,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Cacat Fisik dan Mental,Laki-laki,1,2015
1534,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Cacat Lainnya,Laki-laki,0,2015
1535,2015,DKI Jakarta,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Cacat Fisik dan Mental,Laki-laki,0,2015
1536,2015,DKI Jakarta,JAKARTA PUSAT,SENEN,SENEN,Cacat Mental-Jiwa,Laki-laki,1,2015
1537,2015,DKI Jakarta,JAKARTA PUSAT,SENEN,PASEBAN,Cacat Lainnya,Laki-laki,1,2015
1538,2015,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,Cacat Fisik,Laki-laki,5,2015
1539,2015,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,Cacat Rungu-Wicara,Laki-laki,1,2015
1540,2015,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,Cacat Mental-Jiwa,Laki-laki,1,2015
1541,2015,DKI Jakarta,JAKARTA PUSAT,SENEN,KRAMAT,Cacat Lainnya,Laki-laki,1,2015
1542,2015,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,Cacat Fisik,Laki-laki,0,2015
1543,2015,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,Cacat Mental-Jiwa,Laki-laki,1,2015
1544,2015,DKI Jakarta,JAKARTA PUSAT,SENEN,KWITANG,Cacat Lainnya,Laki-laki,1,2015
1545,2015,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,Cacat Fisik,Laki-laki,2,2015
1546,2015,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,Cacat Rungu-Wicara,Laki-laki,0,2015
1547,2015,DKI Jakarta,JAKARTA PUSAT,SENEN,BUNGUR,Cacat Lainnya,Laki-laki,1,2015
1548,2015,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Cacat Fisik dan Mental,Laki-laki,0,2015
1549,2015,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Cacat Fisik,Laki-laki,1,2015
1550,2015,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Cacat Mental-Jiwa,Laki-laki,1,2015
1551,2015,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Cacat Fisik,Laki-laki,0,2015
1552,2015,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Cacat Mental-Jiwa,Laki-laki,1,2015
1553,2015,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Cacat Fisik dan Mental,Laki-laki,1,2015
1554,2015,DKI Jakarta,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Cacat Lainnya,Laki-laki,1,2015
1555,2015,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,Cacat Rungu-Wicara,Laki-laki,0,2015
1556,2015,DKI Jakarta,JAKARTA PUSAT,MENTENG,MENTENG,Cacat Fisik dan Mental,Laki-laki,1,2015
1557,2015,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Cacat Fisik,Laki-laki,1,2015
1558,2015,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Cacat Netra-Buta,Laki-laki,3,2015
1559,2015,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Cacat Mental-Jiwa,Laki-laki,1,2015
1560,2015,DKI Jakarta,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Cacat Lainnya,Laki-laki,0,2015
1561,2015,DKI Jakarta,JAKARTA PUSAT,MENTENG,CIKINI,Cacat Mental-Jiwa,Laki-laki,1,2015
1562,2015,DKI Jakarta,JAKARTA PUSAT,MENTENG,GONDANGDIA,Cacat Fisik dan Mental,Laki-laki,1,2015
1563,2015,DKI Jakarta,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Cacat Lainnya,Laki-laki,1,2015
1564,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Cacat Netra-Buta,Laki-laki,1,2015
1565,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Cacat Mental-Jiwa,Laki-laki,1,2015
1566,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Cacat Fisik,Laki-laki,1,2015
1567,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Cacat Lainnya,Laki-laki,1,2015
1568,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Cacat Rungu-Wicara,Laki-laki,0,2015
1569,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Cacat Mental-Jiwa,Laki-laki,0,2015
1570,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Cacat Fisik dan Mental,Laki-laki,1,2015
1571,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Cacat Fisik,Laki-laki,2,2015
1572,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Cacat Rungu-Wicara,Laki-laki,1,2015
1573,2015,DKI Jakarta,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Cacat Fisik,Laki-laki,1,2015
1574,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Cacat Mental-Jiwa,Laki-laki,11,2015
1575,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Cacat Fisik dan Mental,Laki-laki,1,2015
1576,2015,DKI Jakarta,JAKARTA UTARA,PENJARINGAN,PLUIT,Cacat Mental-Jiwa,Laki-laki,1,2015
1577,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Cacat Fisik,Laki-laki,1,2015
1578,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Cacat Mental-Jiwa,Laki-laki,2,2015
1579,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Cacat Fisik,Laki-laki,2,2015
1580,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Netra-Buta,Laki-laki,0,2015
1581,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Rungu-Wicara,Laki-laki,1,2015
1582,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Mental-Jiwa,Laki-laki,2,2015
1583,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Fisik dan Mental,Laki-laki,1,2015
1584,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Lainnya,Laki-laki,2,2015
1585,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Cacat Fisik,Laki-laki,0,2015
1586,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Cacat Mental-Jiwa,Laki-laki,1,2015
1587,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Cacat Lainnya,Laki-laki,2,2015
1588,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cacat Fisik,Laki-laki,7,2015
1589,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cacat Netra-Buta,Laki-laki,1,2015
1590,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cacat Rungu-Wicara,Laki-laki,1,2015
1591,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cacat Mental-Jiwa,Laki-laki,1,2015
1592,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cacat Fisik dan Mental,Laki-laki,0,2015
1593,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Cacat Lainnya,Laki-laki,0,2015
1594,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Cacat Rungu-Wicara,Laki-laki,1,2015
1595,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Cacat Mental-Jiwa,Laki-laki,1,2015
1596,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Cacat Fisik dan Mental,Laki-laki,1,2015
1597,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Cacat Lainnya,Laki-laki,1,2015
1598,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Cacat Lainnya,Laki-laki,1,2015
1599,2015,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Cacat Mental-Jiwa,Laki-laki,2,2015
1600,2015,DKI Jakarta,JAKARTA UTARA,KOJA,KOJA,Cacat Lainnya,Laki-laki,1,2015
1601,2015,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Cacat Fisik,Laki-laki,2,2015
1602,2015,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Cacat Netra-Buta,Laki-laki,0,2015
1603,2015,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Cacat Mental-Jiwa,Laki-laki,1,2015
1604,2015,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU UTARA,Cacat Lainnya,Laki-laki,0,2015
1605,2015,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Cacat Fisik,Laki-laki,1,2015
1606,2015,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Cacat Rungu-Wicara,Laki-laki,1,2015
1607,2015,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Cacat Mental-Jiwa,Laki-laki,1,2015
1608,2015,DKI Jakarta,JAKARTA UTARA,KOJA,LAGOA,Cacat Fisik dan Mental,Laki-laki,0,2015
1609,2015,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Cacat Lainnya,Laki-laki,0,2015
1610,2015,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU SELATAN,Cacat Fisik,Laki-laki,14,2015
1611,2015,DKI Jakarta,JAKARTA UTARA,KOJA,TUGU SELATAN,Cacat Lainnya,Laki-laki,3,2015
1612,2015,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Cacat Fisik,Laki-laki,0,2015
1613,2015,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Cacat Rungu-Wicara,Laki-laki,3,2015
1614,2015,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Cacat Fisik dan Mental,Laki-laki,0,2015
1615,2015,DKI Jakarta,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Cacat Lainnya,Laki-laki,71,2015
1616,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Cacat Fisik,Laki-laki,1,2015
1617,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,CILINCING,Cacat Lainnya,Laki-laki,5,2015
1618,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Cacat Fisik,Laki-laki,0,2015
1619,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,SUKAPURA,Cacat Lainnya,Laki-laki,2,2015
1620,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Cacat Fisik,Laki-laki,1,2015
1621,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Cacat Rungu-Wicara,Laki-laki,1,2015
1622,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Cacat Fisik dan Mental,Laki-laki,1,2015
1623,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,MARUNDA,Cacat Lainnya,Laki-laki,1,2015
1624,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,KALI BARU,Cacat Fisik,Laki-laki,1,2015
1625,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,KALI BARU,Cacat Lainnya,Laki-laki,3,2015
1626,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Cacat Lainnya,Laki-laki,0,2015
1627,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Cacat Fisik,Laki-laki,4,2015
1628,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Cacat Netra-Buta,Laki-laki,0,2015
1629,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Cacat Rungu-Wicara,Laki-laki,1,2015
1630,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Cacat Mental-Jiwa,Laki-laki,0,2015
1631,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,Cacat Lainnya,Laki-laki,0,2015
1632,2015,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,Cacat Lainnya,Laki-laki,3,2015
1633,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cacat Fisik,Laki-laki,4,2015
1634,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cacat Netra-Buta,Laki-laki,1,2015
1635,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cacat Rungu-Wicara,Laki-laki,2,2015
1636,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cacat Mental-Jiwa,Laki-laki,1,2015
1637,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cacat Fisik dan Mental,Laki-laki,1,2015
1638,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Cacat Lainnya,Laki-laki,4,2015
1639,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Cacat Fisik,Laki-laki,1,2015
1640,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Cacat Mental-Jiwa,Laki-laki,0,2015
1641,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Cacat Lainnya,Laki-laki,2,2015
1642,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,Cacat Fisik,Laki-laki,3,2015
1643,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,Cacat Netra-Buta,Laki-laki,2,2015
1644,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,Cacat Mental-Jiwa,Laki-laki,2,2015
1645,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,Cacat Fisik dan Mental,Laki-laki,0,2015
1646,2015,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,Cacat Lainnya,Laki-laki,1,2015
1647,2015,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Cacat Fisik,Laki-laki,1,2015
1648,2015,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Cacat Mental-Jiwa,Laki-laki,0,2015
1649,2015,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Cacat Lainnya,Laki-laki,1,2015
1650,2015,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Cacat Lainnya,Laki-laki,0,2015
1651,2015,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Cacat Mental-Jiwa,Laki-laki,1,2015
1652,2015,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Cacat Fisik dan Mental,Laki-laki,1,2015
1653,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Cacat Fisik,Laki-laki,1,2015
1654,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Cacat Netra-Buta,Laki-laki,1,2015
1655,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Cacat Rungu-Wicara,Laki-laki,4,2015
1656,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Cacat Mental-Jiwa,Laki-laki,461,2015
1657,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Cacat Fisik dan Mental,Laki-laki,1,2015
1658,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Cacat Lainnya,Laki-laki,1,2015
1659,2015,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Cacat Netra/Buta,Perempuan,1,2015
1660,2015,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Cacat Rungu/Wicara,Perempuan,0,2015
1661,2015,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Cacat Mental/Jiwa,Perempuan,1,2015
1662,2015,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Cacat Fisik dan Mental,Perempuan,0,2015
1663,2015,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,Cacat Lainnya,Perempuan,1,2015
1664,2015,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Cacat Rungu/Wicara,Perempuan,1,2015
1665,2015,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Cacat Mental/Jiwa,Perempuan,2,2015
1666,2015,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,Cacat Fisik dan Mental,Perempuan,1,2015
1667,2015,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Cacat Fisik,Perempuan,0,2015
1668,2015,DKI Jakarta,JAKARTA TIMUR,KRAMAT JATI,CAWANG,Cacat Lainnya,Perempuan,1,2015
1669,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,Cacat Mental/Jiwa,Perempuan,2,2015
1670,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,GEDONG,Cacat Lainnya,Perempuan,0,2015
1671,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,Cacat Fisik,Perempuan,1,2015
1672,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,Cacat Netra/Buta,Perempuan,0,2015
1673,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,Cacat Fisik dan Mental,Perempuan,1,2015
1674,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,BARU,Cacat Lainnya,Perempuan,0,2015
1675,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cacat Fisik,Perempuan,5,2015
1676,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cacat Netra/Buta,Perempuan,2,2015
1677,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cacat Rungu/Wicara,Perempuan,1,2015
1678,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cacat Mental/Jiwa,Perempuan,1,2015
1679,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cacat Fisik dan Mental,Perempuan,0,2015
1680,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Cacat Lainnya,Perempuan,2,2015
1681,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,Cacat Fisik,Perempuan,1,2015
1682,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,Cacat Netra/Buta,Perempuan,2,2015
1683,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,Cacat Rungu/Wicara,Perempuan,1,2015
1684,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,Cacat Mental/Jiwa,Perempuan,1,2015
1685,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,KALISARI,Cacat Fisik dan Mental,Perempuan,1,2015
1686,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,Cacat Netra/Buta,Perempuan,2,2015
1687,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,Cacat Rungu/Wicara,Perempuan,1,2015
1688,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,Cacat Fisik dan Mental,Perempuan,1,2015
1689,2015,DKI Jakarta,JAKARTA TIMUR,PASAR REBO,PEKAYON,Cacat Lainnya,Perempuan,4,2015
1690,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,Cacat Fisik,Perempuan,0,2015
1691,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,Cacat Netra/Buta,Perempuan,0,2015
1692,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,Cacat Mental/Jiwa,Perempuan,1,2015
1693,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,JATINEGARA,Cacat Lainnya,Perempuan,0,2015
1694,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Cacat Netra/Buta,Perempuan,0,2015
1695,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Cacat Rungu/Wicara,Perempuan,0,2015
1696,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Cacat Lainnya,Perempuan,0,2015
1697,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cacat Fisik,Perempuan,5,2015
1698,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cacat Netra/Buta,Perempuan,5,2015
1699,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cacat Rungu/Wicara,Perempuan,9,2015
1700,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cacat Mental/Jiwa,Perempuan,9,2015
1701,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cacat Fisik dan Mental,Perempuan,2,2015
1702,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Cacat Lainnya,Perempuan,4,2015
1703,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Cacat Mental/Jiwa,Perempuan,1,2015
1704,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Cacat Lainnya,Perempuan,1,2015
1705,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Cacat Fisik,Perempuan,0,2015
1706,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Cacat Netra/Buta,Perempuan,1,2015
1707,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Cacat Lainnya,Perempuan,1,2015
1708,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Cacat Fisik,Perempuan,1,2015
1709,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Cacat Mental/Jiwa,Perempuan,1,2015
1710,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Cacat Fisik,Perempuan,2,2015
1711,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Cacat Netra/Buta,Perempuan,1,2015
1712,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Cacat Mental/Jiwa,Perempuan,1,2015
1713,2015,DKI Jakarta,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Cacat Lainnya,Perempuan,0,2015
1714,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Cacat Fisik,Perempuan,0,2015
1715,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Cacat Netra/Buta,Perempuan,0,2015
1716,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Cacat Rungu/Wicara,Perempuan,1,2015
1717,2015,DKI Jakarta,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Cacat Mental/Jiwa,Perempuan,1,2015
