rn,tahun,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,jenis_disabilitas,jenis_kelamin,jumlah,periode_data
4414,2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Fisik,Perempuan,0,2017
4415,2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Fisik dan Mental,Perempuan,0,2017
4416,2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Lainnya,Perempuan,1,2017
4417,2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Mental-Jiwa,Perempuan,1,2017
4418,2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Netra-Buta,Perempuan,1,2017
4419,2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Cacat Rungu-Wicara,Perempuan,1,2017
4420,2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,Cacat Fisik dan Mental,Perempuan,1,2017
4421,2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,GLODOK,Cacat Rungu-Wicara,Perempuan,1,2017
4422,2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Cacat Fisik,Perempuan,1,2017
4423,2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Cacat Fisik dan Mental,Perempuan,0,2017
4424,2017,DKI Jakarta,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Cacat Lainnya,Perempuan,0,2017
4425,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,Cacat Fisik,Perempuan,0,2017
4426,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,Cacat Lainnya,Perempuan,0,2017
4427,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,TAMBORA,Cacat Mental-Jiwa,Perempuan,2,2017
4428,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cacat Fisik,Perempuan,0,2017
4429,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cacat Mental-Jiwa,Perempuan,0,2017
4430,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cacat Netra-Buta,Perempuan,0,2017
4431,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,KALI ANYAR,Cacat Rungu-Wicara,Perempuan,1,2017
4432,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,Cacat Fisik dan Mental,Perempuan,0,2017
4433,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,Cacat Mental-Jiwa,Perempuan,1,2017
4434,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,Cacat Netra-Buta,Perempuan,1,2017
4435,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI UTARA,Cacat Rungu-Wicara,Perempuan,1,2017
4436,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Fisik,Perempuan,6,2017
4437,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Fisik dan Mental,Perempuan,1,2017
4438,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Lainnya,Perempuan,0,2017
4439,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Mental-Jiwa,Perempuan,4,2017
4440,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Netra-Buta,Perempuan,0,2017
4441,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Cacat Rungu-Wicara,Perempuan,1,2017
4442,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Fisik,Perempuan,2,2017
4443,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Lainnya,Perempuan,1,2017
4444,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Mental-Jiwa,Perempuan,2,2017
4445,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Netra-Buta,Perempuan,0,2017
4446,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,KRENDANG,Cacat Rungu-Wicara,Perempuan,2,2017
4447,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Fisik,Perempuan,5,2017
4448,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Fisik dan Mental,Perempuan,0,2017
4449,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Lainnya,Perempuan,1,2017
4450,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Mental-Jiwa,Perempuan,3,2017
4451,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Cacat Rungu-Wicara,Perempuan,1,2017
4452,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Fisik,Perempuan,0,2017
4453,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Fisik dan Mental,Perempuan,0,2017
4454,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Lainnya,Perempuan,0,2017
4455,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Mental-Jiwa,Perempuan,1,2017
4456,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Netra-Buta,Perempuan,0,2017
4457,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,ANGKE,Cacat Rungu-Wicara,Perempuan,1,2017
4458,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Fisik,Perempuan,2,2017
4459,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Fisik dan Mental,Perempuan,2,2017
4460,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Lainnya,Perempuan,1,2017
4461,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Mental-Jiwa,Perempuan,2,2017
4462,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Netra-Buta,Perempuan,1,2017
4463,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Cacat Rungu-Wicara,Perempuan,3,2017
4464,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Fisik,Perempuan,1,2017
4465,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Fisik dan Mental,Perempuan,3,2017
4466,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Lainnya,Perempuan,0,2017
4467,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Mental-Jiwa,Perempuan,3,2017
4468,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Netra-Buta,Perempuan,4,2017
4469,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,PEKOJAN,Cacat Rungu-Wicara,Perempuan,4,2017
4470,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,ROA MALAKA,Cacat Fisik dan Mental,Perempuan,1,2017
4471,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,Cacat Fisik,Perempuan,0,2017
4472,2017,DKI Jakarta,JAKARTA BARAT,TAMBORA,DURI SELATAN,Cacat Rungu-Wicara,Perempuan,0,2017
4473,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Fisik,Perempuan,1,2017
4474,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Fisik dan Mental,Perempuan,2,2017
4475,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Mental-Jiwa,Perempuan,0,2017
4476,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Netra-Buta,Perempuan,2,2017
4477,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Cacat Rungu-Wicara,Perempuan,1,2017
4478,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cacat Fisik,Perempuan,1,2017
4479,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cacat Lainnya,Perempuan,4,2017
4480,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cacat Mental-Jiwa,Perempuan,2,2017
4481,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Cacat Netra-Buta,Perempuan,0,2017
4482,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cacat Fisik,Perempuan,1,2017
4483,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cacat Lainnya,Perempuan,1,2017
4484,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cacat Mental-Jiwa,Perempuan,1,2017
4485,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cacat Netra-Buta,Perempuan,1,2017
4486,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Cacat Rungu-Wicara,Perempuan,0,2017
4487,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Cacat Mental-Jiwa,Perempuan,1,2017
4488,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cacat Fisik,Perempuan,0,2017
4489,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cacat Lainnya,Perempuan,5,2017
4490,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cacat Mental-Jiwa,Perempuan,2,2017
4491,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Cacat Rungu-Wicara,Perempuan,1,2017
4492,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cacat Fisik,Perempuan,6,2017
4493,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cacat Lainnya,Perempuan,0,2017
4494,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cacat Mental-Jiwa,Perempuan,1,2017
4495,2017,DKI Jakarta,JAKARTA BARAT,PAL MERAH,JATIPULO,Cacat Fisik dan Mental,Perempuan,0,2017
4496,2017,DKI Jakarta,JAKARTA BARAT,PAL MERAH,JATIPULO,Cacat Lainnya,Perempuan,0,2017
4497,2017,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Cacat Fisik,Perempuan,2,2017
4498,2017,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Cacat Fisik dan Mental,Perempuan,1,2017
4499,2017,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Cacat Lainnya,Perempuan,1,2017
4500,2017,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Cacat Mental-Jiwa,Perempuan,0,2017
4501,2017,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Cacat Netra-Buta,Perempuan,1,2017
4502,2017,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Cacat Rungu-Wicara,Perempuan,0,2017
4503,2017,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Cacat Fisik,Perempuan,1,2017
4504,2017,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Cacat Fisik dan Mental,Perempuan,0,2017
4505,2017,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Cacat Mental-Jiwa,Perempuan,2,2017
4506,2017,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Cacat Netra-Buta,Perempuan,2,2017
4507,2017,DKI Jakarta,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Cacat Rungu-Wicara,Perempuan,0,2017
4508,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Cacat Lainnya,Perempuan,0,2017
4509,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Cacat Mental-Jiwa,Perempuan,2,2017
4510,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Cacat Netra-Buta,Perempuan,2,2017
4511,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Cacat Rungu-Wicara,Perempuan,3,2017
4512,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Fisik,Perempuan,2,2017
4513,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Lainnya,Perempuan,1,2017
4514,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Mental-Jiwa,Perempuan,6,2017
4515,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Netra-Buta,Perempuan,4,2017
4516,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Rungu-Wicara,Perempuan,5,2017
4517,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Fisik,Perempuan,0,2017
4518,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Fisik dan Mental,Perempuan,2,2017
4519,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Lainnya,Perempuan,2,2017
4520,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Mental-Jiwa,Perempuan,4,2017
4521,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Netra-Buta,Perempuan,5,2017
4522,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Rungu-Wicara,Perempuan,0,2017
4523,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Fisik,Perempuan,2,2017
4524,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Fisik dan Mental,Perempuan,0,2017
4525,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Lainnya,Perempuan,4,2017
4526,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Mental-Jiwa,Perempuan,2,2017
4527,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Netra-Buta,Perempuan,2,2017
4528,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Rungu-Wicara,Perempuan,2,2017
4529,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Fisik,Perempuan,1,2017
4530,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Lainnya,Perempuan,0,2017
4531,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Mental-Jiwa,Perempuan,0,2017
4532,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Netra-Buta,Perempuan,2,2017
4533,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Rungu-Wicara,Perempuan,2,2017
4534,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Cacat Fisik,Perempuan,1,2017
4535,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Cacat Fisik dan Mental,Perempuan,0,2017
4536,2017,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Cacat Lainnya,Perempuan,1,2017
4537,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Cacat Netra-Buta,Perempuan,2,2017
4538,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cacat Fisik,Perempuan,2,2017
4539,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cacat Lainnya,Perempuan,3,2017
4540,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cacat Mental-Jiwa,Perempuan,10,2017
4541,2017,DKI Jakarta,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Cacat Rungu-Wicara,Perempuan,0,2017
4542,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,Cacat Fisik,Perempuan,1,2017
4543,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,Cacat Lainnya,Perempuan,3,2017
4544,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,Cacat Mental-Jiwa,Perempuan,0,2017
4545,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,Cacat Netra-Buta,Perempuan,1,2017
4546,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,KALIDERES,Cacat Rungu-Wicara,Perempuan,1,2017
4547,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,Cacat Lainnya,Perempuan,2,2017
4548,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,Cacat Mental-Jiwa,Perempuan,5,2017
4549,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,SEMANAN,Cacat Rungu-Wicara,Perempuan,1,2017
4550,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Fisik,Perempuan,4,2017
4551,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Fisik dan Mental,Perempuan,0,2017
4552,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Lainnya,Perempuan,2,2017
4553,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Mental-Jiwa,Perempuan,4,2017
4554,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Netra-Buta,Perempuan,0,2017
4555,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Cacat Rungu-Wicara,Perempuan,2,2017
4556,2017,DKI Jakarta,JAKARTA BARAT,KALI DERES,KAMAL,Cacat Fisik,Perempuan,1,2017
